author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,house_material_type,year_construction,finishing_type,heating_type,housing_type
ID 53311982,homeowner,https://odintsovo.cian.ru/sale/flat/308883571/,Одинцово,sale,flat,1,7,1,51.0,14500000,,Можайское шоссе,122,Баковка,Да Винчи,Не указано,-1,Не указано,Не указано,Не указано
AFI Development,developer,https://odintsovo.cian.ru/sale/flat/305802866/,Одинцово,sale,flat,16,24,1,43.07,-1,,,,Одинцово,Одинбург ЖК,Не указано,-1,Не указано,Не указано,Не указано
Марина Захарченко,realtor,https://odintsovo.cian.ru/sale/flat/305031116/,Одинцово,sale,flat,9,9,3,85.0,15800000,, Верхне-Пролетарская,16,Одинцово,,Не указано,-1,Не указано,Не указано,Не указано
Монолит Столица,real_estate_agent,https://odintsovo.cian.ru/sale/flat/298375292/,Одинцово,sale,flat,14,17,1,46.6,6990000,, Маршала Жукова,36,Одинцово,,Не указано,-1,Не указано,Не указано,Не указано
AFI Development,developer,https://odintsovo.cian.ru/sale/flat/308938129/,Одинцово,sale,flat,3,24,1,39.05,-1,,,,Одинцово,Одинбург ЖК,Не указано,-1,Не указано,Не указано,Не указано
Vysotsky Estate,real_estate_agent,https://odintsovo.cian.ru/sale/flat/307935683/,Одинцово,sale,flat,4,25,2,58.2,11700000,, Маршала Бирюзова,2а,Одинцово,Микрорайон Центральный,Не указано,-1,Не указано,Не указано,Не указано
Елена Шамис,realtor,https://odintsovo.cian.ru/sale/flat/308556170/,Одинцово,sale,flat,4,5,1,32.0,5900000,, Маршала Бирюзова,20,Одинцово,,Не указано,-1,Не указано,Не указано,Не указано
AFI Development,developer,https://odintsovo.cian.ru/sale/flat/308938313/,Одинцово,sale,flat,19,22,2,59.33,-1,,,,Одинцово,Одинбург ЖК,Не указано,-1,Не указано,Не указано,Не указано
Этажи Москва,real_estate_agent,https://odintsovo.cian.ru/sale/flat/308418190/,Одинцово,sale,flat,6,20,2,48.7,9300000,,Северная ,15,Одинцово,Одинбург,Не указано,-1,Не указано,Не указано,Не указано
ID 84945779,unknown,https://odintsovo.cian.ru/sale/flat/306924957/,Одинцово,sale,flat,11,17,3,61.0,10800000,, Кутузовская,9,Сколково,,Не указано,-1,Не указано,Не указано,Не указано
AFI Development,developer,https://odintsovo.cian.ru/sale/flat/308938523/,Одинцово,sale,flat,10,24,3,64.19,-1,,,,Одинцово,Одинбург,Не указано,-1,Не указано,Не указано,Не указано
Homeapp,real_estate_agent,https://odintsovo.cian.ru/sale/flat/303639011/,Одинцово,sale,flat,22,25,2,52.1,12700000,, Сколковская,1А,Сколково,Сколковский,Не указано,-1,Не указано,Не указано,Не указано
Любовь Рублева,realtor,https://odintsovo.cian.ru/sale/flat/308278765/,Одинцово,sale,flat,4,12,1,39.5,6500000,,Молодежная ,9,Одинцово,,Не указано,-1,Не указано,Не указано,Не указано
AFI Development,developer,https://odintsovo.cian.ru/sale/flat/299138359/,Одинцово,sale,flat,2,24,3,90.87,-1,,,,Одинцово,Одинбург ЖК,Не указано,-1,Не указано,Не указано,Не указано
ГОРОБМЕН,real_estate_agent,https://odintsovo.cian.ru/sale/flat/309026245/,Одинцово,sale,flat,1,12,1,31.8,7250000,,Можайское шоссе,42,Одинцово,,Не указано,-1,Не указано,Не указано,Не указано
Самолет Плюс,real_estate_agent,https://odintsovo.cian.ru/sale/flat/305678936/,Одинцово,sale,flat,2,14,1,35.2,6490000,, Маршала Бирюзова,30Б,Одинцово,,Не указано,-1,Не указано,Не указано,Не указано
Вектор,developer,https://odintsovo.cian.ru/sale/flat/305609582/,Одинцово,sale,flat,17,19,1,45.6,11054000,,,,Одинцово,Союзный ЖК,Не указано,-1,Не указано,Не указано,Не указано
Этажи Москва,real_estate_agent,https://odintsovo.cian.ru/sale/flat/308205468/,Одинцово,sale,flat,2,15,3,66.8,22460000,, Маршала Бирюзова,13,Одинцово,Одинград,Не указано,-1,Не указано,Не указано,Не указано
Ринат Нурис,realtor,https://odintsovo.cian.ru/sale/flat/303807097/,Одинцово,sale,flat,2,12,2,36.0,6390000,,Сосновая ,20,Одинцово,,Не указано,-1,Не указано,Не указано,Не указано
Вектор,developer,https://odintsovo.cian.ru/sale/flat/305609599/,Одинцово,sale,flat,19,19,3,92.1,16791000,,,,Одинцово,Союзный ЖК,Не указано,-1,Не указано,Не указано,Не указано
ID 22653,real_estate_agent,https://odintsovo.cian.ru/sale/flat/303847215/,Одинцово,sale,flat,8,17,2,69.1,14500000,, Маковского,12,Одинцово,,Не указано,-1,Не указано,Не указано,Не указано
Антон Самойлов,realtor,https://odintsovo.cian.ru/sale/flat/308727689/,Одинцово,sale,flat,7,9,1,48.0,10250000,,Северная ,55,Одинцово,,Не указано,-1,Не указано,Не указано,Не указано
Вектор,developer,https://odintsovo.cian.ru/sale/flat/305609499/,Одинцово,sale,flat,4,19,2,53.0,12168000,,,,Одинцово,Союзный ЖК,Не указано,-1,Не указано,Не указано,Не указано
Этажи Москва,real_estate_agent,https://odintsovo.cian.ru/sale/flat/306101706/,Одинцово,sale,flat,5,24,1,23.6,5150000,,,6,Одинцово,Одинград квартал Семейный ЖК,Не указано,-1,Не указано,Не указано,Не указано
Ника Кашкан,realtor,https://odintsovo.cian.ru/sale/flat/306611635/,Одинцово,sale,flat,1,12,2,50.0,7300000,,Можайское шоссе,134,Баковка,,Не указано,-1,Не указано,Не указано,Не указано
Вектор,developer,https://odintsovo.cian.ru/sale/flat/305609541/,Одинцово,sale,flat,15,19,1,32.0,8780000,,,,Одинцово,Союзный ЖК,Не указано,-1,Не указано,Не указано,Не указано
Landis,real_estate_agent,https://odintsovo.cian.ru/sale/flat/307712752/,Одинцово,sale,flat,21,25,1,34.7,8800000,, Сколковская,5А,Сколково,Сколковский,Не указано,-1,Не указано,Не указано,Не указано
INGRAD,developer,https://odintsovo.cian.ru/sale/flat/304073836/,Одинцово,sale,flat,8,24,2,54.21,12626694,,,10,Одинцово,Одинград. Семейный квартал,Не указано,-1,Не указано,Не указано,Не указано
Азбука Жилья,real_estate_agent,https://odintsovo.cian.ru/sale/flat/305415899/,Одинцово,sale,flat,4,25,1,39.8,7300000,,,2,Одинцово,Одинград. Семейный квартал,Не указано,-1,Не указано,Не указано,Не указано
AFI Development,developer,https://odintsovo.cian.ru/sale/flat/305802879/,Одинцово,sale,flat,21,22,3,78.27,-1,,,,Одинцово,Одинбург ЖК,Не указано,-1,Не указано,Не указано,Не указано
Этажи Москва,real_estate_agent,https://odintsovo.cian.ru/sale/flat/308493608/,Одинцово,sale,flat,18,24,1,44.4,7800000,, Кутузовская,7,Сколково,,Не указано,-1,Не указано,Не указано,Не указано
INGRAD,developer,https://odintsovo.cian.ru/sale/flat/307881100/,Одинцово,sale,flat,16,24,3,72.91,17862288,,,6,Одинцово,Одинград квартал Семейный ЖК,Не указано,-1,Не указано,Не указано,Не указано
ID 59109238,unknown,https://odintsovo.cian.ru/sale/flat/306828238/,Одинцово,sale,flat,2,23,1,41.2,7850000,, Чистяковой,2,Сколково,,Не указано,-1,Не указано,Не указано,Не указано
INGRAD,developer,https://odintsovo.cian.ru/sale/flat/304074024/,Одинцово,sale,flat,24,25,2,55.01,12565062,,,3,Одинцово,Одинград. Семейный квартал,Не указано,-1,Не указано,Не указано,Не указано
ID 57678392,unknown,https://odintsovo.cian.ru/sale/flat/308804219/,Одинцово,sale,flat,4,25,1,34.6,7890000,,,7,Одинцово,,Не указано,-1,Не указано,Не указано,Не указано
AFI Development,developer,https://odintsovo.cian.ru/sale/flat/293937941/,Одинцово,sale,flat,14,16,2,81.96,-1,,,,Одинцово,Одинбург ЖК,Не указано,-1,Не указано,Не указано,Не указано
ЗелАН,real_estate_agent,https://odintsovo.cian.ru/sale/flat/302630905/,Одинцово,sale,flat,2,5,2,45.0,7900000,,Молодежная ,30,Одинцово,,Не указано,-1,Не указано,Не указано,Не указано
AFI Development,developer,https://odintsovo.cian.ru/sale/flat/293937961/,Одинцово,sale,flat,19,20,2,81.49,-1,,,,Одинцово,Одинбург ЖК,Не указано,-1,Не указано,Не указано,Не указано
EuroDoma,real_estate_agent,https://odintsovo.cian.ru/sale/flat/307141082/,Одинцово,sale,flat,22,25,1,38.0,7999000,, Рябиновая,3,Внуково,Одинцово-1,Не указано,-1,Не указано,Не указано,Не указано
INGRAD,developer,https://odintsovo.cian.ru/sale/flat/307328426/,Одинцово,sale,flat,4,24,2,37.67,9311403,,,5,Одинцово,Одинград квартал Семейный ЖК,Не указано,-1,Не указано,Не указано,Не указано
